videoid,contentUrl,duration,page_dir,name
18376630,https://ak.picdn.net/shutterstock/videos/18376630/preview/stock-footage-can-tho-vietnam-may-early-morning-view-of-boat-at-the-cai-rang-traditional-floating-market.mp4,PT00H00M14S,035751_035800,"Can tho, vietnam - may 18: early morning view of boat at the cai rang traditional floating market on mekong delta "
1040926121,https://ak.picdn.net/shutterstock/videos/1040926121/preview/stock-footage-a-boy-and-a-girl-are-sitting-on-a-log-in-the-forest-with-a-tablet-computer-games-in-the-fresh-air.mp4,PT00H00M11S,195051_195100,A boy and a girl are sitting on a log in the forest with a tablet. computer games in the fresh air. traveling through the woods using a tablet
25154939,https://ak.picdn.net/shutterstock/videos/25154939/preview/stock-footage-birthday-hats-at-the-birthday-party-indoors.mp4,PT00H00M07S,184301_184350,Birthday hats at the birthday party indoors
23661538,https://ak.picdn.net/shutterstock/videos/23661538/preview/stock-footage-pan-teide-national-park-at-tenerife-canary-islands.mp4,PT00H00M10S,061901_061950,Pan teide national park at tenerife canary islands
25963466,https://ak.picdn.net/shutterstock/videos/25963466/preview/stock-footage-bloody-word-dream-written-in-blood-with-a-shadow.mp4,PT00H00M41S,192051_192100,Bloody word dream written in blood with a shadow
14522260,https://ak.picdn.net/shutterstock/videos/14522260/preview/stock-footage-adult-man-in-orange-t-shirt-with-red-smartphone-sits-on-a-fallen-tree-in-the-forest-man-with.mp4,PT00H00M30S,016201_016250,Adult man in orange t-shirt with red smartphone sits on a fallen tree in the forest. man with smartphone and earphones. male with cell phone
1032261935,https://ak.picdn.net/shutterstock/videos/1032261935/preview/stock-footage-lady-ophthalmologist-satisfied-with-eyesight-eyechart-test-results-good-vision.mp4,PT00H00M10S,141901_141950,"Lady ophthalmologist satisfied with eyesight eyechart test results, good vision"
1016554561,https://ak.picdn.net/shutterstock/videos/1016554561/preview/stock-footage-wonderful-summer-view-of-fusine-lake-bright-morning-scene-of-julian-alps-with-mangart-peak-on.mp4,PT00H00M17S,105701_105750,"Wonderful summer view of fusine lake. bright morning scene of julian alps with mangart peak on background, province of udine, italy, europe. full hd video (high definition)."
1043764336,https://ak.picdn.net/shutterstock/videos/1043764336/preview/stock-footage--sale-off-neon-sign-fluorescent-light-glowing-on-banner-background-text-sale-off-by-neon.mp4,PT00H00M15S,173801_173850,"90% sale off neon sign fluorescent light glowing on banner background. text 90 % sale off by neon lights signboard at night. the best stock neon flickering, flash and blinking color black background"
1010371679,https://ak.picdn.net/shutterstock/videos/1010371679/preview/stock-footage-front-driving-plate-landscape-on-route-to-hin-pha-ngam-park-loei-province-thailand.mp4,PT00H00M44S,187001_187050,"Front driving plate : landscape on route 3029 to hin pha ngam park , loei province , thailand"
25894886,https://ak.picdn.net/shutterstock/videos/25894886/preview/stock-footage-city-sorrento-italy.mp4,PT00H00M09S,198101_198150,City sorrento italy
1051422673,https://ak.picdn.net/shutterstock/videos/1051422673/preview/stock-footage-sao-paulo-brazil-pedro-alvares-cabral-monument-ibirapuera-park.mp4,PT00H00M20S,071251_071300,"Sao paulo / brazil - 10 19 2015: pedro alvares cabral monument, ibirapuera park"
23318953,https://ak.picdn.net/shutterstock/videos/23318953/preview/stock-footage-women-s-march-in-los-angeles-california-over-people-gathered-in-downtown-los-angeles.mp4,PT00H00M19S,006951_007000,"Women's march in los angeles, california. over 500,000 people gathered in downtown los angeles. january 21, 2017"
1010099396,https://ak.picdn.net/shutterstock/videos/1010099396/preview/stock-footage-kazan-russia-april-all-russian-gymnastics-championship-athletic-woman-gymnasts.mp4,PT00H00M10S,086401_086450,"Kazan, russia - april 18, 2018: all-russian gymnastics championship - athletic woman gymnasts performing on the bar at the championship"
1044165250,https://ak.picdn.net/shutterstock/videos/1044165250/preview/stock-footage-seagull-in-clear-blue-sky-bird-in-the-sky-wild-bird-flying-high-travel-concept-freedom-idea.mp4,PT00H00M30S,060351_060400,Seagull in clear blue sky. bird in the sky. wild bird flying high. travel concept. freedom idea. wild animal living in natural environment. save our planet. climate emergency
1042591096,https://ak.picdn.net/shutterstock/videos/1042591096/preview/stock-footage-koi-fish-or-carp-fish-swimming-in-pond-it-golden-red-orange-and-yellow-of-body-koi-fish-the.mp4,PT00H00M14S,137451_137500,Koi fish or carp fish swimming in pond. it golden red orange and yellow of body koi fish. the surface ripples while the carp fish swim in the pond. it more colorful varieties in outdoor pond or garden
1035156980,https://ak.picdn.net/shutterstock/videos/1035156980/preview/stock-footage-macau-july-slow-motion-of-people-at-the-historical-district-christ-church-old-of-macau.mp4,PT00H00M10S,178601_178650,"Macau - july 24, 2019 : slow-motion of people at the historical district christ church old of macau, historic center of macao. awesome view of the ruins of st. paul's. macau"
25768343,https://ak.picdn.net/shutterstock/videos/25768343/preview/stock-footage-prague-czech-republic-april-cityscape-of-prague-with-old-apartments-charles-bridge-and.mp4,PT00H00M20S,178301_178350,"Prague, czech republic, april 10, 2017: cityscape of prague with old apartments, charles bridge and old town bridge tower, attracting thousands of tourists everyday."
1024874342,https://ak.picdn.net/shutterstock/videos/1024874342/preview/stock-footage-marathi-beach-crete-greek-islands-greece-europe.mp4,PT00H00M25S,011751_011800,"Marathi beach, crete, greek islands, greece, europe"
1030521704,https://ak.picdn.net/shutterstock/videos/1030521704/preview/stock-footage-closeup-of-a-bunch-of-red-rowan-berries-sorbus-aucuparia-in-the-wind.mp4,PT00H00M13S,085101_085150,Closeup of a bunch of red rowan berries (sorbus aucuparia.) in the wind.
5255741,https://ak.picdn.net/shutterstock/videos/5255741/preview/stock-footage-light-in-the-darkness-night.mp4,PT00H00M25S,095051_095100,Light in the darkness night
1055333711,https://ak.picdn.net/shutterstock/videos/1055333711/preview/stock-footage-animation-of-data-processing-and-binary-coding-over-man-and-women-using-digital-tablet-and.mp4,PT00H00M13S,015951_016000,Animation of data processing and binary coding over man and women using digital tablet and smartphone. global network of connections concept digital composite.
1011343769,https://ak.picdn.net/shutterstock/videos/1011343769/preview/stock-footage-bearded-man-actor-is-smiling-while-getting-makeup-before-filming.mp4,PT00H00M08S,074051_074100,Bearded man actor is smiling while getting makeup before filming.
1009913675,https://ak.picdn.net/shutterstock/videos/1009913675/preview/stock-footage-time-lapse-night-video-of-republic-square-in-yerevan-armenia.mp4,PT00H00M05S,044401_044450,"Time lapse night video of republic square  in yerevan, armenia "
1022812303,https://ak.picdn.net/shutterstock/videos/1022812303/preview/stock-footage-qutb-minar-india-delhi-aerial-k-ungraded-flat.mp4,PT00H00M21S,045401_045450,"Qutb minar, india, delhi, aerial 4k ungraded/flat"
1014429980,https://ak.picdn.net/shutterstock/videos/1014429980/preview/stock-footage-wavy-neon-lins-are-in-dark-space-computer-generated-modern-abstract-background-d-rendering.mp4,PT00H00M10S,057451_057500,"Wavy neon lins are in dark space, computer generated modern abstract background, 3d rendering"
7462276,https://ak.picdn.net/shutterstock/videos/7462276/preview/stock-footage-purple-bouganvillea-decorating-the-right-side-of-a-wall.mp4,PT00H00M22S,040551_040600,Purple bouganvillea decorating the right side of a wall.
1026922994,https://ak.picdn.net/shutterstock/videos/1026922994/preview/stock-footage-the-slow-flow-of-the-resurgence-river.mp4,PT00H00M10S,199151_199200,The slow flow of the resurgence river
1029576206,https://ak.picdn.net/shutterstock/videos/1029576206/preview/stock-footage-portrait-of-middle-aged-experienced-european-finance-mentor-businessman-in-black-suit-looking-at.mp4,PT00H00M12S,059101_059150,Portrait of middle aged experienced european finance mentor businessman in black suit looking at camera at modern office
1008737618,https://ak.picdn.net/shutterstock/videos/1008737618/preview/stock-footage-happy-family-spent-time-together-father-with-little-cute-girl-using-laptop-together-at-park-in.mp4,PT00H00M38S,134251_134300,"Happy family spent time together. father with little cute girl using laptop together at park in slow motion. men tries to work, but daughter laughs and hinders him"
814189,https://ak.picdn.net/shutterstock/videos/814189/preview/stock-footage-cows-and-livestock-on-a-rural-farm.mp4,PT00H00M28S,106401_106450,Cows and livestock on a rural farm.
8037415,https://ak.picdn.net/shutterstock/videos/8037415/preview/stock-footage-coworkers-talking-together-in-office-room-engineering-department-man-and-woman-timelapse.mp4,PT00H00M16S,052651_052700,"Coworkers talking together in office room, engineering department, man and woman, timelapse"
1014226823,https://ak.picdn.net/shutterstock/videos/1014226823/preview/stock-footage-antalya-turkey-may-children-s-disco-mini-disco-in-the-turkish-resort-children-dance-in.mp4,PT00H00M14S,001501_001550,"Antalya, turkey- may,17,2018. children's disco mini disco in the turkish resort. children dance in front of the stage. animators entertain the little guests of the luxury resort. entertainment concept"
26116100,https://ak.picdn.net/shutterstock/videos/26116100/preview/stock-footage-bunch-of-matches-falling-slow-motion.mp4,PT00H00M12S,135401_135450,Bunch of matches falling slow motion.
1051246279,https://ak.picdn.net/shutterstock/videos/1051246279/preview/stock-footage-young-man-and-woman-with-protective-mask-traveling-in-the-public-transport-by-bus.mp4,PT00H00M10S,112051_112100,Young man and woman with protective mask traveling in the public transport by bus
1047843790,https://ak.picdn.net/shutterstock/videos/1047843790/preview/stock-footage-young-woman-doing-bounce-squats-on-a-wooden-deck.mp4,PT00H00M08S,063901_063950,Young woman doing bounce squats on a wooden deck
1034087918,https://ak.picdn.net/shutterstock/videos/1034087918/preview/stock-footage-guape-minas-gerais-brasil.mp4,PT00H00M10S,109451_109500,"Guape, minas gerais - brasil"
10910405,https://ak.picdn.net/shutterstock/videos/10910405/preview/stock-footage-welding-metal-workshop.mp4,PT00H00M14S,006701_006750,Welding metal workshop
4890710,https://ak.picdn.net/shutterstock/videos/4890710/preview/stock-footage-plant-in-the-sun-blowing-in-the-wind.mp4,PT00H00M10S,184951_185000,"Plant in the sun, blowing in the wind"
6307232,https://ak.picdn.net/shutterstock/videos/6307232/preview/stock-footage-shepherd-and-sheep-herd-neutral-color.mp4,PT00H00M28S,193651_193700,Shepherd and sheep herd neutral color
1007213407,https://ak.picdn.net/shutterstock/videos/1007213407/preview/stock-footage-side-portrait-of-the-attractive-young-african-girl-with-pretty-smile-and-dark-curly-hair-taking.mp4,PT00H00M09S,086101_086150,Side portrait of the attractive young african girl with pretty smile and dark curly hair taking selfies via mobile phone on the beach.
1011822725,https://ak.picdn.net/shutterstock/videos/1011822725/preview/stock-footage--tecate-mexico-native-american-indians-dance-in-ceremony-on-sacred-land-for-the-changes.mp4,PT00H00M13S,032351_032400,"03/20/18 tecate, mexico, native american indians dance in ceremony on sacred land, for the changes in season."
1037381669,https://ak.picdn.net/shutterstock/videos/1037381669/preview/stock-footage-isolated-group-of-traditional-mexican-toys.mp4,PT00H00M22S,124401_124450,Isolated group of traditional mexican toys
1006710004,https://ak.picdn.net/shutterstock/videos/1006710004/preview/stock-footage-closeup-of-new-hundred-dollar-bill.mp4,PT00H00M14S,174351_174400,Closeup of new hundred dollar bill
1054923185,https://ak.picdn.net/shutterstock/videos/1054923185/preview/stock-footage-animation-of-online-security-padlock-icon-data-processing-and-digital-information-flowing-through.mp4,PT00H00M10S,121651_121700,"Animation of online security padlock icon, data processing and digital information flowing through network of computer servers in a server room in the background. global network of internet service pr"
19326679,https://ak.picdn.net/shutterstock/videos/19326679/preview/stock-footage-mountain-in-fog.mp4,PT00H00M40S,008651_008700,Mountain in fog
1026604265,https://ak.picdn.net/shutterstock/videos/1026604265/preview/stock-footage-pills-poured-into-a-hand-from-a-jar-close-up-of-female-hands-on-a-black-background.mp4,PT00H00M28S,104001_104050,"Pills poured into a hand from a jar, close-up of female hands on a black background"
25305059,https://ak.picdn.net/shutterstock/videos/25305059/preview/stock-footage-piece-of-kitchen-interior-dairy-products-eggs-cereals-on-wooden-table-milk-cottage-cheese.mp4,PT00H00M25S,138051_138100,"Piece of kitchen interior. dairy products, eggs, cereals, on wooden table - milk, cottage cheese, sour cream, yoghurt. concept of healthy eating. slow pan."
15974485,https://ak.picdn.net/shutterstock/videos/15974485/preview/stock-footage-close-up-of-plate-of-meat-and-mashed-potatoes-at-table-with-diners-people.mp4,PT00H00M06S,199001_199050,Close up of plate of meat and mashed potatoes at table with diners people.
1010396030,https://ak.picdn.net/shutterstock/videos/1010396030/preview/stock-footage-purposeful-sportsman-riding-stationary-bike-faith-in-success-and-healthy-future.mp4,PT00H00M12S,026901_026950,"Purposeful sportsman riding stationary bike, faith in success and healthy future"
1041345316,https://ak.picdn.net/shutterstock/videos/1041345316/preview/stock-footage-burger-patties-fried-on-a-restaurant-stove.mp4,PT00H00M08S,148801_148850,Burger patties fried on a restaurant stove
14617321,https://ak.picdn.net/shutterstock/videos/14617321/preview/stock-footage-russia-saint-petersburg-september-beautiful-mazda-mx-sports-car-with-low-suspension-rides.mp4,PT00H00M11S,074201_074250,"Russia, saint-petersburg - september 2014: beautiful mazda mx5 sports car with low suspension rides in the parking of ruoka shop"
1025268410,https://ak.picdn.net/shutterstock/videos/1025268410/preview/stock-footage-france-drone-shoot-of-sacr-c-ur-basilica-of-paris.mp4,PT00H00M21S,075201_075250,"France, drone shoot of sacré-cœur basilica of paris"
1020621808,https://ak.picdn.net/shutterstock/videos/1020621808/preview/stock-footage-beautiful-shot-of-rope-and-attached-to-a-vintage-weathered-wooden-row-boat-boat-is-out-of-focus.mp4,PT00H00M16S,119151_119200,Beautiful shot of rope and attached to a vintage weathered wooden row boat. boat is out of focus camera racks focus to boat.
10000763,https://ak.picdn.net/shutterstock/videos/10000763/preview/stock-footage-slow-motion-of-beautiful-brunette-standing-with-surfboard-at-the-beach.mp4,PT00H00M10S,125251_125300,Slow motion of beautiful brunette standing with surfboard at the beach
25898531,https://ak.picdn.net/shutterstock/videos/25898531/preview/stock-footage-female-chef-s-hands-add-quinoa-to-summer-healthy-vegan-vegetables-greek-salad-dressing.mp4,PT00H00M30S,040351_040400,Female chef's hands add quinoa to summer healthy vegan vegetables greek salad dressing .
3306647,https://ak.picdn.net/shutterstock/videos/3306647/preview/stock-footage-english-german-spanish-french.mp4,PT00H00M15S,050651_050700,"English, german, spanish, french"
1017194329,https://ak.picdn.net/shutterstock/videos/1017194329/preview/stock-footage-aerial-flying-above-seceda-in-dolomites.mp4,PT00H00M06S,141701_141750,Aerial - flying above seceda in dolomites
7384285,https://ak.picdn.net/shutterstock/videos/7384285/preview/stock-footage-red-leaves-of-the-maple-in-autumn.mp4,PT00H00M10S,038201_038250,Red leaves of the maple in autumn
1019776171,https://ak.picdn.net/shutterstock/videos/1019776171/preview/stock-footage-athens-attica-greece-october-tilt-up-to-unidentified-guard-at-the-tomb-of-the-unknown.mp4,PT00H00M20S,002601_002650,"Athens, attica/greece - october 01, 2018: tilt up to unidentified guard at the tomb of the unknown soldier in syntagma square, athens, greece. the presidential guard is a ceremonial infantry unit."
24713516,https://ak.picdn.net/shutterstock/videos/24713516/preview/stock-footage-young-woman-chooses-a-wedding-dress-in-bridal-shop.mp4,PT00H00M18S,054301_054350,Young woman chooses a wedding dress in bridal shop
1006687051,https://ak.picdn.net/shutterstock/videos/1006687051/preview/stock-footage-rear-view-of-an-old-people-running-through-winter-park-in-a-sunny-day-in-slow-motion.mp4,PT00H00M20S,040101_040150,Rear view of an old people running through winter park in a sunny day in slow motion
30832630,https://ak.picdn.net/shutterstock/videos/30832630/preview/stock-footage-african-american-businessman-giving-presentation-to-caucasian-partners-with-flipchart-leader.mp4,PT00H00M24S,027851_027900,"African-american businessman giving presentation to caucasian partners with flipchart, leader explaining team new project plan on whiteboard, startupper making offer to investors, business coaching"
1029336263,https://ak.picdn.net/shutterstock/videos/1029336263/preview/stock-footage-sports-yellow-orange-car-in-the-parking-lot-low-profile-tires-drag-racing-car-drifting-car-rear.mp4,PT00H00M06S,108351_108400,"Sports yellow-orange car in the parking lot, low-profile tires. drag racing car, drifting car. rear wheel arches 07.05.2019 ukraine lviv"
1055765555,https://ak.picdn.net/shutterstock/videos/1055765555/preview/stock-footage-close-up-of-woman-face-and-eyes.mp4,PT00H00M10S,063651_063700,Close up of woman face and eyes
1060902457,https://ak.picdn.net/shutterstock/videos/1060902457/preview/stock-footage-top-view-and-flying-over-field-with-a-fire-at-night-dramatic-video-shooting-smoke-clouds-the.mp4,PT00H00M12S,027601_027650,"Top view and flying over field with a fire, at night.  dramatic video shooting, smoke clouds, the spread of fire. climate change, ecology. uncontrolled rural  fire. burning of dry grass"
1026685094,https://ak.picdn.net/shutterstock/videos/1026685094/preview/stock-footage-side-view-of-handsome-tattooed-man-writing-in-notepad-focused-employee-working-in-office-against.mp4,PT00H00M11S,037851_037900,Side view of handsome tattooed man writing in notepad. focused employee working in office against blurred colleagues. concept of business
2490677,https://ak.picdn.net/shutterstock/videos/2490677/preview/stock-footage-monaco-flag-waving-grunge-look.mp4,PT00H00M17S,029451_029500,"Monaco flag waving, grunge look"
23155849,https://ak.picdn.net/shutterstock/videos/23155849/preview/stock-footage-group-of-people-with-husky-dog-swimming-bathing-in-river-with-rocky-shores-and-big-stones-drone.mp4,PT00H00M11S,026301_026350,Group of people with husky dog swimming bathing in river with rocky shores and big stones. drone shot
1018912837,https://ak.picdn.net/shutterstock/videos/1018912837/preview/stock-footage-guangzhou-china-october-rainy-night-illuminated-guangzhou-city-downtown-famous.mp4,PT00H00M13S,069601_069650,"Guangzhou, china - october 12 2017: rainy night illuminated guangzhou city downtown famous skyscrapers park panorama 4k circa october 12 2017 guangzhou, china."
1027935290,https://ak.picdn.net/shutterstock/videos/1027935290/preview/stock-footage-abstract-stylish-fashionable-pattern-background.mp4,PT00H00M30S,058051_058100,Abstract stylish fashionable pattern background
20040448,https://ak.picdn.net/shutterstock/videos/20040448/preview/stock-footage-young-women-using-mobile-phones-addition-problem-obsession-with-social-media.mp4,PT00H00M12S,036101_036150,"Young women using mobile phones, addition problem, obsession with social media"
1033301540,https://ak.picdn.net/shutterstock/videos/1033301540/preview/stock-footage-aerial-huge-wave-reflecting-beautiful-sunset-in-bateau-bay-australia.mp4,PT00H00M10S,009301_009350,"Aerial: huge wave reflecting beautiful sunset in bateau bay, australia"
1049757130,https://ak.picdn.net/shutterstock/videos/1049757130/preview/stock-footage-top-view-happy-young-caucasian-mom-and-dad-have-fun-together-playing-with-three-children-giving.mp4,PT00H00M11S,105451_105500,"Top view happy young caucasian mom and dad have fun together playing with three children, giving high-fives slow motion."
1009169270,https://ak.picdn.net/shutterstock/videos/1009169270/preview/stock-footage-south-beach-miami-by-aerial-drone.mp4,PT00H00M14S,013001_013050,South beach miami by aerial drone
5948090,https://ak.picdn.net/shutterstock/videos/5948090/preview/stock-footage-farm-fence-clouds-time-lapse-beautifully-scenery-of-clouds-going-by-an-open-field.mp4,PT00H00M09S,177351_177400,Farm fence clouds time lapse. beautifully scenery of clouds going by an open field.
25931579,https://ak.picdn.net/shutterstock/videos/25931579/preview/stock-footage-aerial-pan-shot-of-paloma-del-sol-neighborhood-in-temecula-ca.mp4,PT00H00M07S,082451_082500,"Aerial pan shot of paloma del sol neighborhood in temecula, ca"
1018406971,https://ak.picdn.net/shutterstock/videos/1018406971/preview/stock-footage-back-view-of-farmer-carrying-empty-wicker-basket-and-going-to-work-on-rice-field.mp4,PT00H00M20S,116551_116600,Back view of farmer carrying empty wicker basket and going to work on rice field
1021402609,https://ak.picdn.net/shutterstock/videos/1021402609/preview/stock-footage-silhouette-of-people-in-the-pub-th-dec-hyderabad-india.mp4,PT00H00M09S,062951_063000,Silhouette of people in the pub 17th dec 2018 hyderabad india
1024587680,https://ak.picdn.net/shutterstock/videos/1024587680/preview/stock-footage-macro-close-up-male-human-eye-blinking-young-man-is-opening-and-closing-his-eye-slow-motion.mp4,PT00H00M12S,171951_172000,"Macro close-up male human eye blinking. young man is opening and closing his eye. slow motion. brown eye with a green tint. the eyeball, cornea, and pupil moves and looks forward."
1016220334,https://ak.picdn.net/shutterstock/videos/1016220334/preview/stock-footage-borneo-indonesia-march-the-process-of-transporting-coal-by-ship.mp4,PT00H00M11S,141401_141450,"Borneo, indonesia - march 9, 2017: the process of transporting coal by ship."
1023370036,https://ak.picdn.net/shutterstock/videos/1023370036/preview/stock-footage-happy-children-on-summer-vacation-swimming-pool-having-fun-and-happy-time.mp4,PT00H00M15S,089551_089600,Happy children on summer vacation swimming pool having fun and happy time
1019252464,https://ak.picdn.net/shutterstock/videos/1019252464/preview/stock-footage-cyber-attack-and-database-hack-computer-screen-close-up-of-a-hacker-attack-code-running-in-a.mp4,PT00H00M19S,087851_087900,"Cyber attack and database hack, computer screen close up of a hacker attack, code running in a virtual space"
1031270105,https://ak.picdn.net/shutterstock/videos/1031270105/preview/stock-footage-close-up-rising-bubbles-in-glass-with-red-champagne-table-with-sushi-rolls-on-background.mp4,PT00H00M09S,047551_047600,"Close-up rising bubbles in glass with red champagne, table with sushi, rolls on background"
1038704597,https://ak.picdn.net/shutterstock/videos/1038704597/preview/stock-footage-zlatoust-russia-funny-hill-a-lot-of-people-in-the-forest-celebrate-the-holiday.mp4,PT00H00M29S,083951_084000,"Zlatoust, russia - 05.10.2019. ""funny hill"" a lot of people in the forest celebrate the holiday. tea party, songs, conversations, dances and competitions in the fresh air. relaxing in nature."
18757772,https://ak.picdn.net/shutterstock/videos/18757772/preview/stock-footage-aerial-view-of-the-sunken-ship-near-the-island-dugi-otok.mp4,PT00H00M31S,042551_042600,Aerial view of the sunken ship near the island dugi otok
1025720261,https://ak.picdn.net/shutterstock/videos/1025720261/preview/stock-footage-pipes-smoke-on-the-background-of-the-power-line.mp4,PT00H00M48S,075101_075150,Pipes smoke on the background of the power line
19648375,https://ak.picdn.net/shutterstock/videos/19648375/preview/stock-footage-alaska-lake-and-mountains.mp4,PT00H00M15S,172651_172700,Alaska lake and mountains
1037655095,https://ak.picdn.net/shutterstock/videos/1037655095/preview/stock-footage-carpentry-background-with-wooden-planks-wooden-materials-at-the-joinery-close-up.mp4,PT00H00M14S,033401_033450,Carpentry background with wooden planks. wooden materials at the joinery close up.
11008616,https://ak.picdn.net/shutterstock/videos/11008616/preview/stock-footage-aerial-footage-flying-through-trees-forest-in-guatemala.mp4,PT00H00M10S,096801_096850,Aerial footage flying through trees forest in guatemala
1020553102,https://ak.picdn.net/shutterstock/videos/1020553102/preview/stock-footage-a-shot-of-a-frozen-lake-winter-in-the-city-aerial-view-of-the-city-kragujevac-serbia.mp4,PT00H00M24S,105801_105850,"A shot of a frozen lake. winter in the city. aerial view of the city kragujevac , serbia."
1052270950,https://ak.picdn.net/shutterstock/videos/1052270950/preview/stock-footage-texture-of-solar-panels-at-a-power-plant-bright-blue-deep-blue-panels-for-the-extraction-of-solar.mp4,PT00H00M16S,173601_173650,"Texture of solar panels at a power plant. bright blue deep blue panels for the extraction of solar power. environmentally friendly energy, alternative energy. geometric composition. aerial, top view."
1026453953,https://ak.picdn.net/shutterstock/videos/1026453953/preview/stock-footage-mother-and-daughter-with-interest-and-pleasure-looking-at-the-photos-in-the-smart-phone-sitting-at.mp4,PT00H00M33S,058551_058600,"Mother and daughter with interest and pleasure looking at the photos in the smart phone, sitting at a table in the cafe."
30041230,https://ak.picdn.net/shutterstock/videos/30041230/preview/stock-footage-aerial-view-green-rocks-and-mountains.mp4,PT00H00M32S,149201_149250,Aerial view green rocks and mountains
14535718,https://ak.picdn.net/shutterstock/videos/14535718/preview/stock-footage-united-states-s-fascia-repair-during-c-section.mp4,PT00H00M14S,020701_020750,United states 1930s: fascia repair during c-section
33241744,https://ak.picdn.net/shutterstock/videos/33241744/preview/stock-footage-car-explosion-slow-mo-smoke-toy-car.mp4,PT00H00M14S,079051_079100,"Car explosion, slow-mo. smoke, toy car"
27467029,https://ak.picdn.net/shutterstock/videos/27467029/preview/stock-footage-animation-rotation-symbol-of-social-network-or-technologic-of-global-communication-animation-of.mp4,PT00H00M10S,177601_177650,Animation rotation symbol of social network or technologic of global communication. animation of seamless loop.
1062916372,https://ak.picdn.net/shutterstock/videos/1062916372/preview/stock-footage-status-display-of-the-home-ni-mh-battery-means-accumulator-charger-economic-and-ecological.mp4,PT00H00M20S,173301_173350,"Status display of the home ni-mh battery, means accumulator,  charger. economic and ecological replacement of alkaline batteries. it saves nature."
19244455,https://ak.picdn.net/shutterstock/videos/19244455/preview/stock-footage-two-elderly-grandmothers-holding-digital-tablets.mp4,PT00H00M14S,119201_119250,Two elderly grandmothers holding digital tablets
1025843579,https://ak.picdn.net/shutterstock/videos/1025843579/preview/stock-footage-las-teresitas-beach-tenerife.mp4,PT00H00M08S,106951_107000,"Las teresitas beach, tenerife"
1016028733,https://ak.picdn.net/shutterstock/videos/1016028733/preview/stock-footage-aerial-view-of-bongaree-jetty-on-bribie-island-sunshine-coast-australia.mp4,PT00H00M10S,106051_106100,"Aerial view of bongaree jetty on bribie island, sunshine coast, australia"
22221286,https://ak.picdn.net/shutterstock/videos/22221286/preview/stock-footage-focused-mountain-background-with-unfocused-weeds-in-foreground.mp4,PT00H00M23S,170101_170150,Focused mountain background with unfocused weeds in foreground
27078022,https://ak.picdn.net/shutterstock/videos/27078022/preview/stock-footage-lush-green-garden-resort.mp4,PT00H00M08S,004201_004250,Lush green garden resort
1024438535,https://ak.picdn.net/shutterstock/videos/1024438535/preview/stock-footage-an-amazing-september-evening-in-rovinj-the-medieval-city-in-the-istria-region-in-croatia.mp4,PT00H00M16S,195301_195350,"An amazing september evening in rovinj, the medieval city in the istria region in croatia"
1037145032,https://ak.picdn.net/shutterstock/videos/1037145032/preview/stock-footage-upset-sick-young-woman-coping-with-terrible-headache-feel-migraine-stressed-tired-girl-frustrated.mp4,PT00H00M08S,183351_183400,"Upset sick young woman coping with terrible headache feel migraine, stressed tired girl frustrated suffer from pain ache pressure touching aching sore head at home office concept, face close up view"
9100580,https://ak.picdn.net/shutterstock/videos/9100580/preview/stock-footage-woman-washing-her-hands-and-stirring-pot-at-home-in-the-kitchen.mp4,PT00H00M10S,149501_149550,Woman washing her hands and  stirring pot at home in the kitchen
17691175,https://ak.picdn.net/shutterstock/videos/17691175/preview/stock-footage-london-united-kingdom-january-piccadilly-circus-square-with-pedestrians-in-london.mp4,PT00H01M00S,113251_113300,"London, united kingdom - january 27, 2013: piccadilly circus square with pedestrians in london, united kingdom."
400399,https://ak.picdn.net/shutterstock/videos/400399/preview/stock-footage-measuring-his-thick-belly.mp4,PT00H00M18S,012951_013000,Measuring his thick belly
1031084126,https://ak.picdn.net/shutterstock/videos/1031084126/preview/stock-footage-wind-plays-with-hair-of-brunette-driving-in-car-with-open-window-along-curvy-mountain-road-on-hot.mp4,PT00H00M18S,073201_073250,Wind plays with hair of brunette driving in car with open window along curvy mountain road on hot sunny day slow motion
1048900687,https://ak.picdn.net/shutterstock/videos/1048900687/preview/stock-footage-realistic-coronavirus-ncov-loopable-fly.mp4,PT00H00M20S,179701_179750,Realistic coronavirus 2019-ncov loopable fly
1008673879,https://ak.picdn.net/shutterstock/videos/1008673879/preview/stock-footage-two-tufted-ducks-on-the-water-slow-motion.mp4,PT00H00M06S,062501_062550,"Two tufted ducks on the water slow motion
"
20896201,https://ak.picdn.net/shutterstock/videos/20896201/preview/stock-footage-dnipro-ukraine-june-india-performed-by-members-of-the-song-creative-theatre.mp4,PT00H00M35S,084951_085000,"Dnipro, ukraine - june 23, 2016: india performed by members of the song creative theatre"
1016759341,https://ak.picdn.net/shutterstock/videos/1016759341/preview/stock-footage-paper-document-small-toy-machine-pen-and-an-electronic-tablet-on-a-wooden-table-business-concept.mp4,PT00H00M09S,124201_124250,"Paper document,small toy machine,pen and an electronic tablet on a wooden table.business concept.sale, purchase or insurance of a car.blurred screensaver image by business theme.shallow depth of field"
10507775,https://ak.picdn.net/shutterstock/videos/10507775/preview/stock-footage-paris-june-the-louvre-museum.mp4,PT00H00M07S,071101_071150,"Paris - june 5, 2015: the louvre museum"
31632643,https://ak.picdn.net/shutterstock/videos/31632643/preview/stock-footage-aerial-connecticut-newhaven-july-night-k-inspire.mp4,PT00H00M26S,028201_028250,Aerial connecticut newhaven july 2017 night 4k inspire 2
